submit_date,state,total_cases,new_cases,total_deaths,new_deaths,sum_cases_last_14_days,state_pop,new_cases_percent,cases_last_14_pop_percent
2022-07-21,MD,1167922,1729,14912,8,22478,6018848,0.00028726427382781553,0.0037346017045122256
2022-07-21,ME,274327,311,2464,0,2932,1335492,0.00023287297864756957,0.0021954455736163153
2022-07-21,MI,2652659,0,37291,0,33126,9965265,0.0,0.0033241464225988973
2022-07-21,MN,1580508,9500,13242,37,19021,5563378,0.0017075956370392234,0.003418965959170849
2022-07-21,MO,1537658,0,20838,0,27796,6104910,0.0,0.004553056474215017
2022-07-21,MS,864529,2001,12589,0,21338,2984418,0.0006704824860324526,0.007149802742109182
2022-07-21,MT,292026,0,3455,0,4881,1050649,0.0,0.004645699943558695
2022-07-21,NC,2952301,0,25439,0,49219,10264876,0.0,0.004794894745927764
2022-07-21,ND,255185,317,2304,0,3613,756717,0.0004189148651345219,0.004774572264135734
2022-07-21,NE,511738,358,4363,0,7629,1914571,0.00018698705871968184,0.003984704667520818
2022-07-21,NH,336445,256,2618,3,2962,1348124,0.00018989351127937786,0.0021971272672246765
2022-07-21,NJ,2560841,4538,34196,7,51224,8878503,0.0005111222015693411,0.005769441087084163
2022-07-21,NM,583366,1305,8172,34,13747,2092454,0.0006236696242784787,0.006569797950158044
2022-07-21,NV,798140,1092,11200,11,15168,2972382,0.0003673821197948312,0.005102978015611721
2022-07-21,NY,5752593,8552,69399,29,109099,19572319,0.0004369436243094137,0.005574147856470151
2022-07-21,OH,2918366,26610,38981,22,51075,11655397,0.0022830625160172578,0.004382090116707307
2022-07-21,OK,1108553,0,14555,0,23639,3932870,0.0,0.0060106232852853
2022-07-21,OR,841001,1706,7996,15,19696,4129803,0.00041309476505295775,0.004769234755265566
2022-07-21,PA,3061287,2971,46062,15,40177,12791530,0.0002322630678269136,0.0031409065217374308
2022-07-21,PR,827224,3550,4708,8,44456,3318447,0.0010697775194239956,0.013396628000989619
2022-07-21,RI,388280,308,3625,1,3776,1057231,0.00029132706097342967,0.003571594098167761
2022-07-21,SC,1595315,2929,18142,2,30512,5020806,0.0005833724704758558,0.006077111921870711
2022-07-21,SD,248788,0,2947,0,3083,870638,0.0,0.0035410813679164015
2022-07-21,TN,2179490,3418,26937,24,39974,6709356,0.0005094378655715988,0.005957948870204532
2022-07-21,TX,7338125,12716,87474,16,171600,28260856,0.00044995098520724214,0.006072002914561399
2022-07-21,UT,1004426,6870,4884,15,14659,3096848,0.0022183846284996875,0.004733522601044675
2022-07-21,VA,1933366,3648,20867,14,42393,8454463,0.0004314880791364277,0.00501427470910926
2022-07-21,VT,127583,68,658,2,964,624313,0.00010891972456123771,0.001544097271721076
2022-07-21,WA,1717051,3203,13526,17,37102,7404107,0.0004325977460887586,0.005011002677297883
2022-07-21,WI,1761382,2359,14876,9,25304,5790716,0.00040737622083348587,0.004369753239495772
2022-07-21,WV,547785,1013,7121,6,11212,1817305,0.0005574188152236416,0.0061695752776776604
2022-07-21,WY,168678,0,1850,0,3059,581024,0.0,0.005264842760367902
2022-07-20,AK,269068,2369,1275,0,4831,737068,0.003214086081609838,0.006554347767098829
2022-07-20,AL,1405212,2906,19886,0,34239,4876250,0.0005959497564726993,0.007021584209177134
2022-07-20,AR,890943,1835,11654,11,19476,2999370,0.0006117951436468325,0.006493363606357335
2022-07-20,AZ,2179180,18135,30698,66,33415,7050299,0.0025722313337349237,0.004739515302826164
2022-07-20,CA,10495155,0,92292,0,282664,39283497,0.0,0.007195489749805116
2022-07-20,CO,1576694,1650,12922,5,25875,5610349,0.00029409935103858956,0.004612012550377882
2022-07-20,CT,845240,854,11092,1,10679,3575074,0.00023887617431135691,0.002987071036851265
2022-07-20,DC,160952,229,1363,0,2879,692683,0.00033059855662691305,0.004156302377855383
2022-07-20,DE,290401,0,3010,0,3989,957248,0.0,0.004167154175302534
2022-07-20,FL,6703995,12539,77278,15,156355,20901636,0.0005999051940240467,0.007480514922372583
2022-07-20,GA,2721391,27231,38933,112,53834,10403847,0.0026173971993244424,0.005174432111506445
2022-07-20,HI,313805,4244,1536,13,8457,1422094,0.0029843315561418585,0.005946864271982021
2022-07-20,IA,811227,563,9759,0,10579,3139508,0.00017932746150033698,0.003369636261477913
2022-07-20,ID,474150,1529,5010,5,8143,1717750,0.0008901178867704847,0.004740503565710959
2022-07-20,IL,3516370,5303,38785,19,64621,12770631,0.0004152496458475701,0.0050601258465615365
2022-07-20,IN,1807442,1392,24030,16,25177,6665703,0.00020883018640344462,0.003777095979223797
2022-07-20,KS,827301,7626,8966,9,14972,2910652,0.002620031525582584,0.005143864673619519
2022-07-20,KY,1440696,3925,16322,10,26674,4449052,0.0008822104124653971,0.005995434533019619
2022-07-20,LA,1269244,2332,17493,2,30547,4664362,0.0004999611951216479,0.0065490199945887565
2022-07-20,MA,1944319,0,21068,0,11973,6850553,0.0,0.0017477421165853326
2022-07-20,MD,1166193,2058,14904,7,22622,6018848,0.00034192589678290594,0.0037585265486019914
2022-07-20,ME,274016,166,2464,0,2833,1335492,0.00012429876030706287,0.0021213155900596933
2022-07-20,MI,2652659,0,37291,0,33126,9965265,0.0,0.0033241464225988973
2022-07-20,MN,1571008,0,13205,0,16765,5563378,0.0,0.003013456932101324
2022-07-20,MO,1537658,0,20838,0,27796,6104910,0.0,0.004553056474215017
2022-07-20,MS,862528,1761,12589,13,21181,2984418,0.0005900647965532978,0.007097196170241568
2022-07-20,MT,292026,0,3455,0,4881,1050649,0.0,0.004645699943558695
2022-07-20,NC,2952301,0,25439,0,53986,10264876,0.0,0.005259293926200375
